wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price,distance,azimuth
panel,10,17.0,60.5,10.0,55.66714200000001,37.521084,13200000,11179.0,212.0
brick,8,8.0,60.0,9.5,55.68031600000001,37.527265,15500000,9740.0,215.0
brick,8,9.0,60.0,9.0,55.68665,37.546668,15600000,8487.0,211.0
brick,4,9.0,61.7,7.8,55.683798,37.537883,16000000,9047.0,213.0
block,3,5.0,60.0,6.0,55.664527,37.586949,10200000,9926.0,190.0
panel,9,22.0,62.0,10.5,55.60072,37.527759,12400000,17748.0,198.0
panel,16,24.0,62.0,11.0,55.5016,37.598115,7100000,27922.0,182.0
panel,13,14.0,60.2,12.0,55.504165,37.594351,7100000,27647.0,183.0
panel,9,17.0,60.3,12.9,55.504899,37.594567,7200000,27565.0,183.0
panel,1,17.0,60.0,10.0,55.52758100000001,37.514077,7550000,25812.0,194.0
panel,8,14.0,60.0,9.8,55.501794,37.586365,8150000,27940.0,184.0
panel,1,12.0,61.0,6.5,55.621704,37.488215,8300000,16592.0,209.0
panel,10,17.0,60.0,10.1,55.54705600000001,37.545968,8700000,23257.0,191.0
panel,6,9.0,60.0,6.0,55.563101,37.577202,8999000,21192.0,187.0
panel,4,9.0,60.0,6.0,55.617525,37.495554,8900000,16788.0,207.0
panel,5,9.0,60.0,6.0,55.616168,37.498851,9000000,16832.0,206.0
panel,8,24.0,60.8,10.0,55.598039,37.51238,9100000,18351.0,201.0
panel,2,14.0,61.4,9.0,55.577856,37.572001,9200000,19604.0,188.0
panel,6,14.0,60.0,11.5,55.541474,37.575307,9500000,23598.0,186.0
panel,17,22.0,60.0,10.0,55.577068,37.580346,9500000,19624.0,186.0
panel,9,22.0,60.0,10.0,55.548772,37.549696,9450000,23026.0,190.0
panel,6,14.0,60.0,9.0,55.541474,37.575307,9500000,23598.0,186.0
monolithBrick,15,31.0,60.7,8.4,55.55777,37.555023,9700000,21980.0,190.0
monolith,15,31.0,61.9,8.4,55.55777,37.555023,9680000,21980.0,190.0
panel,6,9.0,62.0,6.0,55.61484100000001,37.49515,9800000,17067.0,206.0
monolith,4,12.0,60.5,16.1,55.560866,37.57793,10100000,21434.0,186.0
block,3,12.0,60.2,6.5,55.678316,37.607763,10700000,8241.0,183.0
panel,11,17.0,60.2,12.0,55.645812,37.603262,10800000,11870.0,184.0
panel,9,9.0,61.0,8.2,55.667107,37.575917,11100000,9797.0,195.0
panel,1,4.0,60.0,12.0,55.531045,37.492194,11300000,25819.0,198.0
panel,3,9.0,61.0,6.0,55.665817,37.568129,11500000,10070.0,197.0
panel,9,9.0,60.2,6.5,55.677758,37.551313,11500000,9221.0,206.0
monolith,16,23.0,61.0,13.6,55.557948,37.557268,11800000,21937.0,190.0
panel,2,16.0,60.0,11.0,55.647087,37.503073,12400000,13675.0,211.0
panel,2,22.0,60.0,10.0,55.658891,37.51952100000001,12700000,12017.0,210.0
panel,6,9.0,60.0,6.0,55.667818,37.545662,12800000,10373.0,205.0
brick,2,14.0,60.0,8.5,55.684305,37.521129,13000000,9612.0,218.0
panel,2,9.0,61.0,6.0,55.661389,37.572369,13200000,10469.0,195.0
panel,2,9.0,62.0,6.0,55.661389,37.572369,13200000,10469.0,195.0
panel,5,17.0,60.4,13.0,55.565855000000006,37.580346,13500000,20865.0,186.0
monolith,3,18.0,61.5,10.0,55.63009,37.514473,14200000,15009.0,205.0
brick,9,9.0,61.0,9.7,55.692191,37.562991,14200000,7454.0,206.0
panel,14,22.0,60.0,11.0,55.663842,37.567797,14500000,10286.0,197.0
panel,14,22.0,60.0,11.0,55.663842,37.567797,14700000,10286.0,197.0
brick,7,8.0,60.0,9.2,55.70131800000001,37.56715,15950000,6431.0,208.0
brick,9,9.0,61.9,8.0,55.70480300000001,37.576232,16000000,5828.0,205.0
brick,6,8.0,60.0,10.0,55.698655,37.562443,16400000,6833.0,209.0
panel,10,17.0,62.0,13.0,55.670148,37.567563,16700000,9621.0,198.0
brick,8,8.0,61.0,9.0,55.686726,37.574974,18300000,7724.0,199.0
monolithBrick,18,20.0,61.55,19.9,55.681047,37.551088,18588108,8899.0,207.0
brick,5,14.0,60.1,7.5,55.69113100000001,37.542958,20000000,8189.0,214.0
monolith,10,16.0,60.5,11.9,55.66940699999999,37.550504,22000000,10085.0,204.0
panel,16,17.0,60.0,12.0,55.50397099999999,37.592716,7100000,27674.0,183.0
panel,11,14.0,60.0,12.0,55.50340500000001,37.5925,7500000,27738.0,183.0
panel,6,24.0,60.6,11.0,55.501355,37.596956,7500000,27953.0,182.0
panel,6,15.0,60.0,9.0,55.551049,37.571902,8150000,22564.0,187.0
panel,5,9.0,61.0,7.0,55.59336,37.535323,8700000,18392.0,196.0
panel,1,9.0,60.0,6.0,55.634009,37.524219,9000000,14359.0,204.0
panel,12,17.0,60.0,10.0,55.54705600000001,37.545968,9300000,23257.0,191.0
panel,5,9.0,62.0,6.0,55.624901,37.506433,9500000,15748.0,206.0
panel,4,9.0,60.9,6.0,55.60193,37.517859,9500000,17825.0,200.0
panel,4,22.0,60.0,10.2,55.576447,37.58261,9500000,19677.0,186.0
panel,9,9.0,62.0,11.0,55.542207,37.527507,9500000,24029.0,193.0
panel,4,9.0,60.0,7.0,55.631951,37.535188,9700000,14311.0,201.0
panel,7,9.0,60.4,8.0,55.624037,37.485134,9800000,16460.0,210.0
panel,3,17.0,60.3,12.8,55.50366,37.599516,9750000,27690.0,182.0
panel,2,9.0,60.0,6.2,55.611623,37.53367,9800000,16478.0,198.0
panel,5,9.0,60.0,6.0,55.616168,37.498851,9800000,16832.0,206.0
panel,1,9.0,60.0,6.0,55.60193,37.517859,10000000,17825.0,200.0
block,4,5.0,60.0,6.0,55.661267,37.584047,10000000,10317.0,191.0
panel,7,9.0,62.0,7.0,55.632586,37.47675200000001,10200000,15925.0,213.0
panel,3,10.0,61.0,9.0,55.543857,37.559083,10300000,23467.0,189.0
panel,1,9.0,60.0,6.5,55.646309,37.53119,10500000,12929.0,204.0
block,1,12.0,60.4,6.7,55.66865,37.587093,10600000,9473.0,191.0
panel,2,9.0,60.0,6.5,55.65200400000001,37.525998,10600000,12497.0,207.0
panel,4,9.0,61.0,7.0,55.605032,37.552894,10799999,16853.0,194.0
panel,1,9.0,60.0,6.1,55.68261,37.600998,10750000,7802.0,187.0
panel,2,9.0,60.6,6.6,55.652436,37.520473,11000000,12615.0,208.0
brick,3,5.0,61.0,9.0,55.672671,37.594531,11000000,8953.0,188.0
panel,20,22.0,60.0,10.0,55.57301700000001,37.570078,11000000,20154.0,188.0
panel,6,6.0,62.0,13.0,55.545564,37.561535,11150000,23256.0,188.0
monolith,7,9.0,60.0,6.0,55.60578,37.538332,11450000,17011.0,197.0
brick,3,5.0,60.0,9.0,55.67687900000001,37.600675,12100000,8438.0,186.0
brick,3,8.0,60.0,10.0,55.67457,37.52424600000001,12300000,10377.0,214.0
panel,3,17.0,60.5,10.1,55.682194,37.578738,12500000,8131.0,197.0
block,16,18.0,60.0,11.0,55.671219,37.538036,13250000,10250.0,208.0
brick,2,9.0,62.0,8.8,55.680864,37.548321,13200000,8998.0,208.0
panel,2,9.0,60.3,6.0,55.661389,37.572369,13250000,10469.0,195.0
panel,5,17.0,60.4,13.0,55.565855000000006,37.580346,13500000,20865.0,186.0
monolithBrick,5,17.0,61.0,12.0,55.565855000000006,37.580346,13500000,20865.0,186.0
monolith,24,25.0,60.0,12.0,55.642926,37.60266,13500000,12193.0,184.0
panel,3,11.0,60.0,11.0,55.658347,37.510996,13900000,12346.0,212.0
block,12,14.0,60.8,9.0,55.673143,37.533589,13900000,10200.0,210.0
panel,14,18.0,60.0,8.0,55.680894,37.595932,13999000,8035.0,189.0
panel,11,22.0,60.0,11.0,55.659785,37.519934,13999000,11918.0,210.0
brick,4,10.0,60.0,8.0,55.685726,37.540569,14200000,8775.0,212.0
monolith,8,18.0,60.0,10.0,55.681062,37.594692,14188000,8029.0,189.0
panel,5,22.0,60.0,10.0,55.668772,37.536005,14500000,10550.0,208.0
panel,5,16.0,61.5,7.8,55.636143,37.515434,14490000,14375.0,206.0
panel,15,25.0,62.0,10.0,55.663375,37.512568,14995000,11822.0,213.0
brick,7,8.0,60.0,10.0,55.698655,37.562443,15000000,6833.0,209.0
monolith,6,24.0,60.0,10.0,55.68319399999999,37.54162,15000000,8980.0,211.0
panel,7,17.0,62.0,10.5,55.682194,37.578738,15200000,8131.0,197.0
brick,6,8.0,60.0,9.0,55.686609,37.548878,15300000,8421.0,210.0
monolith,17,22.0,62.0,10.5,55.644105,37.523779,15800000,13348.0,206.0
panel,2,18.0,60.3,12.0,55.64632,37.602166,16000000,11819.0,184.0
brick,7,9.0,62.0,9.0,55.690755,37.532511,16000000,8606.0,217.0
monolith,18,29.0,62.0,12.0,55.646899,37.479699,16200000,14507.0,216.0
brick,1,8.0,60.0,10.0,55.69591,37.563009,16990000,7085.0,208.0
stalin,6,8.0,61.0,14.0,55.688862,37.540668,17000000,8480.0,214.0
stalin,8,9.0,60.0,10.0,55.698655,37.562443,17000000,6833.0,209.0
brick,7,24.0,60.0,11.0,55.668356,37.523294,17500000,10991.0,212.0
monolith,5,20.0,61.55,20.0,55.681047,37.551088,17500000,8899.0,207.0
panel,17,22.0,60.0,11.0,55.645959,37.519395,18500000,13285.0,207.0
brick,4,9.0,60.7,8.6,55.695829,37.557682,19500000,7255.0,210.0
panel,5,14.0,61.5,11.9,55.50312,37.589114,7800000,27781.0,183.0
monolithBrick,21,32.0,62.0,8.0,55.55777,37.555023,9160000,21980.0,190.0
panel,3,9.0,63.0,6.1,55.602108,37.538098,11500000,17407.0,196.0
panel,9,22.0,64.0,10.0,55.60072,37.527759,12400000,17748.0,198.0
panel,7,17.0,63.6,12.9,55.659759,37.593363,16000000,10387.0,188.0
panel,8,9.0,63.2,6.0,55.603151,37.512829,9450000,17810.0,201.0
monolith,11,31.0,63.4,10.7,55.55777,37.555023,9800000,21980.0,190.0
panel,5,9.0,63.0,6.0,55.609233,37.529412,11950000,16815.0,199.0
panel,10,12.0,64.0,7.0,55.631244,37.508679,13600000,15052.0,207.0
brick,4,9.0,63.0,10.0,55.70616800000001,37.578801,17900000,5622.0,204.0
monolith,3,17.0,63.0,11.0,55.676478,37.534406,18600000,9855.0,211.0
panel,14,17.0,63.4,13.0,55.660922,37.5948,20350000,10246.0,187.0
monolith,11,17.0,63.0,13.0,55.538086,37.508113,9350000,24781.0,196.0
panel,4,12.0,64.0,8.0,55.631112,37.477705,10300000,16030.0,213.0
panel,2,9.0,63.1,8.9,55.542997,37.540488,9200000,23767.0,191.0
monolith,18,31.0,63.0,8.4,55.55777,37.555023,9500000,21980.0,190.0
panel,1,14.0,63.0,9.0,55.54092900000001,37.576672,7499000,23649.0,186.0
monolith,12,16.0,63.0,16.0,55.532497,37.535853,7700000,24971.0,192.0
panel,3,14.0,63.7,8.3,55.54092900000001,37.576672,8800000,23649.0,186.0
panel,3,7.0,64.0,12.0,55.52886,37.516341,9190000,25639.0,194.0
panel,5,9.0,63.7,8.0,55.62761,37.481487,9200000,16234.0,211.0
panel,9,9.0,63.0,6.0,55.59336,37.535323,9500000,18392.0,196.0
panel,8,9.0,63.0,6.0,55.603151,37.512829,9550000,17810.0,201.0
panel,7,12.0,63.5,7.8,55.61999599999999,37.502211,10500000,16356.0,206.0
panel,3,14.0,63.5,9.3,55.64317,37.54754000000001,10500000,12871.0,199.0
panel,7,12.0,63.2,7.2,55.61999599999999,37.502211,10700000,16356.0,206.0
block,2,9.0,63.0,7.0,55.663212,37.588278,10850000,10055.0,190.0
panel,2,9.0,63.0,7.0,55.661313,37.585116,10850000,10299.0,191.0
panel,2,9.0,63.9,7.0,55.663212,37.588278,10850000,10055.0,190.0
panel,2,9.0,63.0,7.0,55.663212,37.588278,10950000,10055.0,190.0
panel,8,12.0,64.0,7.0,55.649886,37.520132,10990000,12876.0,208.0
panel,9,9.0,63.0,8.0,55.667107,37.575917,11099999,9797.0,195.0
panel,9,9.0,63.0,8.0,55.667107,37.575917,11100000,9797.0,195.0
block,1,9.0,64.0,6.0,55.627066000000006,37.509685,11200000,15442.0,206.0
panel,4,22.0,64.0,10.0,55.602139,37.533239,11450000,17492.0,197.0
panel,1,12.0,63.0,7.0,55.675524,37.55443,12450000,9363.0,204.0
brick,2,5.0,63.5,8.2,55.685751,37.565542,12500000,8039.0,203.0
panel,5,9.0,64.0,7.0,55.667442,37.591521,12500000,9557.0,189.0
panel,12,12.0,63.0,7.8,55.630096,37.511939,12500000,15077.0,206.0
panel,2,12.0,63.0,7.0,55.634176,37.528118,14295000,14245.0,203.0
monolithBrick,5,17.0,63.0,13.0,55.67031600000001,37.569126,14900000,9573.0,198.0
panel,14,17.0,63.4,12.9,55.67225500000001,37.577238,15000000,9222.0,195.0
brick,9,10.0,64.0,9.0,55.689639,37.552157,15199999,8026.0,210.0
brick,11,13.0,64.0,8.0,55.68576700000001,37.547926,17800000,8532.0,210.0
brick,6,14.0,64.0,8.0,55.695824,37.551367,22500000,7462.0,213.0
monolith,14,17.0,64.0,30.0,55.689486,37.561877,28800000,7756.0,206.0
panel,9,14.0,64.0,12.0,55.54092900000001,37.576672,8250000,23649.0,186.0
panel,3,7.0,64.0,12.0,55.52886,37.516341,8990000,25639.0,194.0
panel,1,9.0,63.1,6.0,55.603151,37.512829,8900000,17810.0,201.0
panel,13,17.0,63.0,13.0,55.544082,37.567204,9150000,23370.0,188.0
panel,8,9.0,63.0,6.0,55.603151,37.512829,9490000,17810.0,201.0
panel,6,12.0,64.0,8.0,55.633582,37.471434,9800000,16019.0,214.0
panel,5,17.0,63.0,12.0,55.502773,37.602085,9800000,27783.0,182.0
panel,4,9.0,63.0,6.5,55.61110400000001,37.549076,9950000,16257.0,195.0
block,1,12.0,63.0,9.4,55.66108000000001,37.588341,9950000,10289.0,190.0
block,7,9.0,63.4,6.5,55.666878,37.593506,10400000,9600.0,188.0
panel,1,9.0,63.1,6.7,55.6375,37.526717,10450000,13940.0,204.0
panel,13,14.0,63.0,8.3,55.628647,37.475531,10600000,16335.0,213.0
panel,2,9.0,63.0,7.0,55.663212,37.588278,10850000,10055.0,190.0
panel,3,12.0,63.1,7.2,55.635274,37.513431,11200000,14517.0,206.0
panel,10,17.0,64.0,7.0,55.693155,37.594486,11750000,6706.0,191.0
panel,4,17.0,64.0,13.0,55.56717800000001,37.573312,12500000,20771.0,187.0
monolith,12,23.0,64.0,16.0,55.557286,37.559083,12800000,21991.0,189.0
monolith,14,17.0,63.0,13.0,55.65686899999999,37.51679,14200000,12298.0,210.0
panel,6,12.0,64.0,7.2,55.634176,37.528118,14500000,14245.0,203.0
panel,14,22.0,63.0,15.0,55.661765,37.523725,15000000,11608.0,210.0
panel,8,17.0,63.0,13.0,55.679702,37.556667,16300000,8881.0,205.0
panel,3,7.0,64.0,12.0,55.52886,37.516341,8790000,25639.0,194.0
panel,9,9.0,63.0,8.2,55.667107,37.575917,11000000,9797.0,195.0
monolith,14,20.0,66.35,13.8,55.681047,37.551088,20470000,8899.0,207.0
panel,8,12.0,65.0,7.0,55.621511,37.492536,10700000,16481.0,208.0
monolithBrick,5,17.0,65.0,12.6,55.56699,37.577436,13000000,20760.0,187.0
monolith,15,21.0,65.7,31.2,55.653726,37.529834,13000000,12218.0,206.0
brick,9,9.0,65.9,8.8,55.682026,37.566539,15100000,8399.0,202.0
brick,4,9.0,67.0,8.0,55.68082800000001,37.535862,16100000,9395.0,212.0
panel,10,16.0,67.0,9.0,55.686873,37.56485,17100000,7942.0,204.0
monolith,18,25.0,65.0,11.0,55.682453,37.552373,23990000,8723.0,207.0
block,12,12.0,65.7,10.6,55.667939,37.589105,12500000,9528.0,190.0
brick,2,8.0,65.0,11.0,55.678621,37.517015,16200000,10271.0,217.0
panel,8,14.0,67.0,8.0,55.54092900000001,37.576672,7400000,23649.0,186.0
monolith,4,31.0,66.0,11.0,55.55777,37.555023,9011000,21980.0,190.0
panel,5,9.0,67.0,7.0,55.617525,37.495554,9400000,16788.0,207.0
panel,4,16.0,65.0,7.8,55.61980300000001,37.486562,9500000,16827.0,209.0
panel,8,9.0,65.0,6.0,55.603151,37.512829,9450000,17810.0,201.0
panel,4,16.0,65.0,7.8,55.61980300000001,37.486562,9650000,16827.0,209.0
panel,9,12.0,67.0,9.4,55.652603000000006,37.60328,11000000,11116.0,184.0
panel,8,12.0,65.0,9.0,55.676209,37.599489,11200000,8521.0,187.0
block,2,9.0,65.0,7.0,55.668173,37.584937,11300000,9552.0,192.0
panel,8,9.0,65.0,8.0,55.639629000000006,37.510844,11390000,14159.0,208.0
panel,1,9.0,65.0,9.0,55.606761,37.54073,11500000,16864.0,196.0
block,3,16.0,65.6,8.1,55.617739,37.488907,11500000,16959.0,208.0
panel,13,16.0,66.8,12.0,55.54599200000001,37.52985200000001,11600000,23584.0,193.0
block,4,12.0,65.0,9.2,55.649149,37.569369,11850000,11836.0,194.0
block,17,17.0,65.0,12.0,55.56479100000001,37.582826,12100000,20967.0,186.0
panel,7,16.0,66.0,9.0,55.619416,37.494548,12150000,16629.0,207.0
panel,12,12.0,66.7,10.6,55.667939,37.589105,12500000,9528.0,190.0
block,2,16.0,65.0,8.1,55.651211,37.60081,12700000,11282.0,185.0
panel,7,16.0,65.0,8.0,55.636143,37.515434,12990000,14375.0,206.0
panel,9,17.0,66.0,11.0,55.565091,37.581092,12900000,20945.0,186.0
panel,16,16.0,67.0,7.8,55.650612,37.563548,13000000,11774.0,196.0
block,7,17.0,67.0,21.0,55.56699,37.577436,13100000,20760.0,187.0
block,4,12.0,66.0,9.0,55.687609,37.600846,13250000,7251.0,187.0
brick,1,8.0,65.0,11.5,55.679341,37.525567,13890000,9890.0,215.0
panel,10,17.0,65.0,12.0,55.56600200000001,37.57704,14000000,20872.0,187.0
monolith,16,16.0,65.0,11.0,55.666609,37.584793,14410000,9724.0,191.0
brick,2,9.0,67.0,7.2,55.702571,37.581631,15000000,5923.0,201.0
panel,15,25.0,65.0,10.0,55.663375,37.512568,14995000,11822.0,213.0
panel,1,10.0,65.0,11.0,55.681575,37.575432,16250000,8258.0,198.0
brick,2,10.0,65.0,8.0,55.707451,37.582817,16500000,5391.0,202.0
monolithBrick,6,9.0,66.6,15.0,55.681595,37.612937,17500000,7863.0,181.0
brick,7,9.0,65.0,9.7,55.686975,37.544997,17500000,8510.0,211.0
brick,8,8.0,65.4,9.3,55.682904,37.526914,17550000,9518.0,216.0
brick,7,9.0,66.4,23.3,55.70616800000001,37.578801,19000000,5622.0,204.0
brick,5,8.0,65.7,8.3,55.693992,37.554457,20000000,7534.0,211.0
monolithBrick,12,20.0,66.0,14.0,55.681047,37.551088,20300000,8899.0,207.0
monolith,12,19.0,66.35,13.8,55.681047,37.551088,20267730,8899.0,207.0
monolithBrick,14,20.0,66.0,13.8,55.681047,37.551088,20500000,8899.0,207.0
panel,9,10.0,65.0,13.0,55.5321,37.501555,9600000,25535.0,196.0
block,8,12.0,65.0,11.0,55.62481,37.483238,10700000,16446.0,210.0
panel,3,12.0,65.0,7.0,55.615532,37.491143,11000000,17112.0,207.0
block,2,9.0,65.8,7.5,55.668173,37.584937,11300000,9552.0,192.0
block,4,12.0,67.0,10.0,55.650703,37.561419,11500000,11803.0,197.0
panel,5,16.0,65.0,8.0,55.645634,37.542761,11800000,12718.0,201.0
panel,4,9.0,65.0,6.0,55.609233,37.529412,11800000,16815.0,199.0
block,2,12.0,65.0,10.0,55.648062,37.573312,12000000,11895.0,193.0
panel,9,12.0,65.0,7.1,55.63410500000001,37.516611,12300000,14547.0,205.0
block,6,17.0,65.0,12.6,55.565091,37.581092,12850000,20945.0,186.0
panel,6,12.0,65.2,9.7,55.656524,37.577813,13000000,10914.0,193.0
brick,4,8.0,65.0,12.0,55.682529,37.535996,14000000,9230.0,213.0
block,12,14.0,66.8,9.4,55.680854,37.585673,14000000,8163.0,193.0
panel,8,16.0,65.0,8.0,55.636143,37.515434,14000000,14375.0,206.0
monolith,3,18.0,65.3,10.0,55.63009,37.514473,14500000,15009.0,205.0
brick,2,8.0,65.5,9.2,55.68669499999999,37.537119,15900000,8804.0,214.0
monolith,16,19.0,66.0,15.0,55.66445600000001,37.565982,16990000,10255.0,198.0
brick,4,9.0,66.7,7.7,55.70616800000001,37.578801,17189000,5622.0,204.0
brick,6,9.0,66.6,25.0,55.681595,37.612937,17500000,7863.0,181.0
monolithBrick,22,24.0,67.0,13.0,55.664091000000006,37.546255,18880000,10735.0,204.0
monolithBrick,10,23.0,67.0,12.0,55.672691,37.542222,19000000,9982.0,208.0
monolith,12,20.0,67.0,14.0,55.681077,37.550073,19660000,8925.0,207.0
brick,5,9.0,65.0,10.0,55.691826,37.540784,20800000,8203.0,215.0
monolith,18,19.0,67.0,12.0,55.695403000000006,37.567123,22230000,7019.0,206.0
stalin,5,8.0,65.0,8.2,55.68076800000001,37.533418,30000000,9483.0,213.0
block,3,16.0,65.2,8.1,55.666564,37.586509,13000000,9708.0,191.0
panel,4,16.0,67.0,9.0,55.686873,37.56485,18500000,7942.0,204.0
monolith,16,22.0,69.0,16.9,55.662776,37.515371,17734700,11782.0,212.0
panel,6,16.0,68.0,8.0,55.61980300000001,37.486562,9200000,16827.0,209.0
block,4,18.0,69.0,14.0,55.566807,37.576385,12250000,20788.0,187.0
monolith,8,25.0,69.0,11.0,55.64806700000001,37.500351,17500000,13672.0,212.0
monolithBrick,5,19.0,68.0,11.9,55.69641800000001,37.570393,24000000,6829.0,205.0
panel,9,16.0,68.0,12.0,55.54599200000001,37.52985200000001,10000000,23584.0,193.0
panel,4,9.0,68.2,6.0,55.60787,37.518138,10500000,17199.0,201.0
monolith,22,23.0,68.0,20.2,55.557948,37.557268,10900000,21937.0,190.0
panel,12,16.0,68.0,8.0,55.677154,37.608706,12900000,8367.0,183.0
monolith,6,23.0,68.7,13.0,55.558641,37.559308,13250000,21839.0,189.0
panel,14,16.0,68.0,8.0,55.677154,37.608706,13650000,8367.0,183.0
stalin,8,8.0,68.4,8.5,55.677935,37.531622,18100000,9809.0,213.0
monolith,14,23.0,68.0,12.0,55.672691,37.542222,20000000,9982.0,208.0
monolithBrick,17,19.0,68.72,13.5,55.681047,37.551088,20866145,8899.0,207.0
panel,7,9.0,68.0,6.0,55.600816,37.5228,10000000,17837.0,199.0
monolithBrick,6,23.0,69.0,22.5,55.557948,37.557268,10700000,21937.0,190.0
panel,12,16.0,68.8,8.0,55.638379,37.526286,11500000,13861.0,204.0
panel,8,9.0,68.6,6.1,55.60609,37.520734,11500000,17327.0,200.0
block,10,16.0,68.0,8.0,55.62166800000001,37.497081,12200000,16333.0,207.0
panel,12,12.0,68.0,7.0,55.644201,37.525603,12500000,13289.0,205.0
monolith,1,19.0,68.0,12.0,55.66940699999999,37.550504,14950000,10085.0,204.0
brick,4,8.0,69.0,9.3,55.676768,37.527507,16500000,10059.0,213.0
brick,4,10.0,68.5,8.0,55.707451,37.582817,17200000,5391.0,202.0
brick,2,8.0,68.4,8.0,55.677935,37.531622,17300000,9809.0,213.0
brick,3,9.0,68.0,8.0,55.709226,37.580005,20000000,5281.0,205.0
panel,8,16.0,68.0,12.0,55.687335,37.564123,24500000,7913.0,204.0
monolithBrick,13,23.0,70.9,12.9,55.557948,37.557268,11350000,21937.0,190.0
monolith,15,16.0,71.6,11.7,55.64376899999999,37.496075,14500000,14221.0,212.0
monolith,15,23.0,71.8,12.0,55.558641,37.559308,14899999,21839.0,189.0
monolith,16,20.0,71.95,15.4,55.681047,37.551088,21500992,8899.0,207.0
panel,4,9.0,70.0,6.0,55.60787,37.518138,10500000,17199.0,201.0
monolithBrick,9,31.0,71.0,11.0,55.55777,37.555023,12400000,21980.0,190.0
panel,14,16.0,71.0,6.2,55.658962,37.512496,13900000,12238.0,212.0
brick,12,18.0,70.0,12.0,55.566807,37.576385,14500000,20788.0,187.0
panel,16,17.0,71.6,10.0,55.640315,37.530858,14900000,13549.0,203.0
panel,18,18.0,71.0,11.4,55.664152,37.55513,16100000,10514.0,201.0
monolith,13,19.0,71.0,14.0,55.66940699999999,37.550504,20650000,10085.0,204.0
monolith,12,20.0,72.0,17.0,55.681047,37.551088,21500000,8899.0,207.0
brick,4,14.0,70.0,10.0,55.699725,37.554681,26400000,6985.0,213.0
block,10,16.0,71.0,8.4,55.668117,37.574606,13500000,9710.0,195.0
monolith,3,22.0,71.3,14.0,55.670387,37.531657,23000000,10527.0,210.0
block,4,16.0,72.0,8.0,55.61980300000001,37.486562,9300000,16827.0,209.0
brick,1,5.0,72.0,8.0,55.67939200000001,37.597306,10500000,8187.0,188.0
monolith,18,23.0,71.0,17.0,55.557948,37.557268,11000000,21937.0,190.0
monolith,4,31.0,70.7,12.9,55.558641,37.559308,11210000,21839.0,189.0
monolith,6,23.0,70.0,13.0,55.558641,37.559308,13250000,21839.0,189.0
panel,1,17.0,71.0,10.0,55.672011,37.570878,13700000,9360.0,197.0
panel,1,17.0,71.0,10.0,55.672011,37.570878,13700000,9360.0,197.0
panel,1,17.0,72.0,12.0,55.659927,37.523213,14400000,11801.0,209.0
panel,22,22.0,72.0,12.0,55.657784,37.569647,14700000,10902.0,195.0
monolith,4,6.0,70.8,10.0,55.668386,37.56379,15299000,9884.0,199.0
panel,11,16.0,72.0,11.5,55.645553,37.495779,15500000,14062.0,212.0
panel,9,12.0,70.0,11.0,55.63872900000001,37.538494,15990000,13532.0,201.0
panel,6,16.0,71.8,13.0,55.644694,37.493973,16400000,14204.0,213.0
brick,4,5.0,72.0,8.6,55.678083,37.565749,16500000,8827.0,201.0
brick,6,8.0,70.0,8.0,55.70480300000001,37.576232,17199000,5828.0,205.0
stalin,8,9.0,71.0,8.0,55.690755,37.532511,17300000,8606.0,217.0
panel,11,16.0,71.0,14.0,55.687066,37.56697,17500000,7869.0,203.0
brick,7,9.0,70.0,25.0,55.68082800000001,37.535862,17500000,9395.0,212.0
brick,8,9.0,71.0,8.0,55.68082800000001,37.535862,18000000,9395.0,212.0
monolith,16,23.0,70.0,25.0,55.608816,37.535403,18700000,16742.0,198.0
brick,5,9.0,72.0,9.0,55.70616800000001,37.578801,18995000,5622.0,204.0
brick,6,8.0,71.0,8.0,55.69107,37.560188,20000000,7645.0,207.0
monolithBrick,12,20.0,70.0,12.0,55.681047,37.551088,20267000,8899.0,207.0
monolithBrick,15,20.0,72.0,15.0,55.681047,37.551088,21200000,8899.0,207.0
monolithBrick,19,20.0,70.7,12.8,55.681047,37.551088,21771283,8899.0,207.0
monolithBrick,15,17.0,70.0,9.0,55.67694,37.539266,22150000,9656.0,210.0
monolith,19,20.0,71.95,14.0,55.681047,37.551088,22802000,8899.0,207.0
brick,9,19.0,71.4,12.3,55.66940699999999,37.550504,24000000,10085.0,204.0
panel,1,9.0,70.7,6.0,55.600888,37.518452,9000000,17921.0,200.0
panel,3,14.0,71.5,10.0,55.53311899999999,37.500728,10299000,25441.0,197.0
monolithBrick,5,31.0,71.1,12.8,55.557739,37.557091,11500000,21961.0,190.0
brick,9,9.0,70.1,8.8,55.673925,37.59996500000001,13000000,8770.0,186.0
monolith,6,23.0,71.0,14.0,55.558641,37.559308,13300000,21839.0,189.0
brick,1,5.0,70.0,12.0,55.678864,37.576735,14200000,8523.0,197.0
block,1,5.0,71.6,9.5,55.684366,37.533993,14500000,9129.0,214.0
panel,2,16.0,72.0,10.0,55.644862,37.485152,14990000,14495.0,214.0
monolith,10,18.0,70.1,9.0,55.681062,37.594692,17000000,8029.0,189.0
monolith,5,23.0,71.0,14.0,55.608816,37.535403,17500000,16742.0,198.0
panel,8,17.0,71.9,10.1,55.670585,37.566243,17480000,9602.0,199.0
panel,11,16.0,72.0,10.0,55.643139,37.481558,17850000,14781.0,215.0
