wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price,distance,azimuth
monolith,13,15.0,64.5,17.0,55.656346,37.42432700000001,9800000,16078.0,228.0
panel,18,25.0,64.0,18.0,55.598817,37.360196,9999000,23448.0,223.0
panel,12,17.0,64.0,12.0,55.56924,37.471911,10250000,22287.0,204.0
panel,6,17.0,63.0,13.0,55.64210300000001,37.3288,10500000,21805.0,236.0
monolithBrick,8,17.0,64.9,14.0,55.569052,37.47951,10600000,22117.0,203.0
monolithBrick,6,15.0,64.0,21.0,55.618928,37.411113,10899999,19637.0,221.0
panel,6,17.0,64.0,13.0,55.635747,37.312738,10970000,23040.0,236.0
panel,12,17.0,64.0,13.0,55.636798,37.323167,11750000,22433.0,235.0
panel,7,17.0,63.0,12.0,55.644074,37.326725,12000000,21791.0,237.0
monolith,3,8.0,64.5,22.0,55.655295,37.423375,14500000,16200.0,228.0
panel,16,17.0,63.4,13.0,55.63807900000001,37.306881,8400000,23201.0,237.0
monolith,15,17.0,63.0,13.0,55.52585799999999,37.513224,9100000,26011.0,194.0
panel,4,17.0,64.0,13.0,55.62309200000001,37.312442,9350000,23878.0,233.0
panel,16,17.0,63.0,13.0,55.592866,37.368443,9500000,23591.0,221.0
panel,3,17.0,63.4,12.9,55.636001,37.311238,9750000,23102.0,236.0
panel,16,17.0,63.0,13.0,55.636412,37.328297,12100000,22195.0,235.0
monolith,19,22.0,63.0,12.0,55.638612,37.330785,12300000,21925.0,235.0
monolithBrick,2,12.0,64.4,9.0,55.549266,37.31025,5950000,29665.0,220.0
panel,3,5.0,63.0,6.0,55.507769,37.56968300000001,6500000,27367.0,186.0
monolithBrick,15,17.0,64.56,13.0,55.511664,37.568479,6875640,26944.0,186.0
monolith,12,18.0,63.2,13.0,55.49312,37.554169,7100000,29103.0,188.0
monolith,3,18.0,63.7,11.0,55.49312,37.554169,7200000,29103.0,188.0
monolith,2,14.0,64.0,11.0,55.501952,37.55761,7390000,28100.0,187.0
monolithBrick,2,19.0,63.7,10.0,55.501952,37.55761,7500000,28100.0,187.0
monolithBrick,18,18.0,64.0,9.0,55.49312,37.554169,7900000,29103.0,188.0
brick,9,10.0,63.5,13.8,55.474271,37.53923,8200000,31315.0,189.0
brick,9,10.0,63.5,13.8,55.468433,37.542608,8200000,31926.0,188.0
brick,9,9.0,64.0,7.5,55.529986,37.443111,8300000,27020.0,204.0
panel,16,17.0,64.0,13.0,55.594026,37.368667,8450000,23484.0,221.0
panel,5,9.0,64.0,8.1,55.514773,37.569827,8450000,26591.0,186.0
panel,1,17.0,64.0,9.0,55.59171600000001,37.378405,8500000,23281.0,220.0
monolith,10,14.0,63.5,13.6,55.566608,37.498492,8500000,21938.0,200.0
monolithBrick,5,15.0,64.0,17.0,55.56835400000001,37.495761,8500000,21814.0,200.0
monolithBrick,3,19.0,64.3,14.6,55.504206,37.539042,8600000,28028.0,190.0
panel,17,17.0,64.0,13.0,55.590948,37.379375,8700000,23307.0,220.0
panel,10,12.0,63.0,9.0,55.509477,37.564715,8700000,27213.0,187.0
panel,13,17.0,64.0,13.0,55.59149300000001,37.368056,8900000,23722.0,221.0
monolith,2,9.0,63.0,12.0,55.62893199999999,37.341843,8900000,22017.0,231.0
panel,1,16.0,64.0,7.5,55.60151800000001,37.344413,8949480,23927.0,226.0
panel,14,17.0,64.0,14.0,55.592866,37.368443,9000000,23591.0,221.0
monolith,11,22.0,63.0,10.0,55.50266600000001,37.538287,9000000,28205.0,190.0
monolithBrick,15,17.0,63.0,13.0,55.52585799999999,37.513224,9090000,26011.0,194.0
panel,7,17.0,63.0,14.0,55.591701,37.37695,9000000,23341.0,220.0
panel,3,17.0,64.1,12.9,55.605093,37.366394,9100000,22672.0,224.0
monolith,11,15.0,64.0,12.0,55.59327800000001,37.456675,9100000,20324.0,209.0
panel,18,25.0,63.3,11.0,55.594407,37.366233,9200000,23554.0,222.0
panel,2,17.0,64.0,13.0,55.591635,37.379896,9200000,23228.0,220.0
panel,5,25.0,64.0,10.5,55.593817,37.367077,9200000,23568.0,222.0
panel,13,17.0,64.0,13.0,55.602759,37.367445,9300000,22816.0,223.0
monolith,2,3.0,64.0,16.0,55.52064,37.394548,9400000,29299.0,208.0
monolith,13,17.0,64.0,13.0,55.605093,37.366394,9500000,22672.0,224.0
monolithBrick,10,12.0,64.3,13.2,55.625211,37.345491,9500000,22102.0,230.0
monolith,1,9.0,64.0,14.0,55.627727,37.342984,9600000,22046.0,231.0
monolith,8,12.0,63.03,15.5,55.590267,37.45160900000001,9700000,20773.0,210.0
monolith,8,12.0,63.0,15.5,55.590267,37.45160900000001,9700000,20773.0,210.0
panel,15,15.0,63.9,20.7,55.618928,37.411113,9800000,19637.0,221.0
panel,12,25.0,64.2,12.0,55.59395,37.365406,9799000,23627.0,222.0
monolith,9,9.0,63.0,11.5,55.627727,37.342984,9890000,22046.0,231.0
monolith,12,17.0,64.0,12.0,55.622517,37.301617,10000000,24463.0,234.0
monolith,2,17.0,64.0,11.2,55.56726,37.47571,10000000,22394.0,203.0
monolith,2,17.0,64.0,11.2,55.56792700000001,37.47722,10250000,22288.0,203.0
monolith,6,21.0,64.0,13.0,55.63346,37.321586,10495000,22730.0,234.0
panel,15,17.0,64.0,13.0,55.644476,37.328009,10500000,21699.0,237.0
monolithBrick,8,17.0,64.7,8.0,55.569052,37.47951,10600000,22117.0,203.0
monolith,8,8.0,63.1,14.0,55.625211,37.345491,10800000,22102.0,230.0
monolithBrick,2,12.0,64.0,13.5,55.573973,37.488943,10790000,21384.0,202.0
panel,19,25.0,64.0,10.5,55.603191,37.358328,10800000,23177.0,224.0
monolithBrick,7,17.0,64.5,12.9,55.56949399999999,37.469755,10750000,22317.0,204.0
panel,1,17.0,64.1,11.1,55.525461,37.509837,10990000,26108.0,195.0
monolithBrick,5,25.0,63.8,20.0,55.618928,37.411113,11000000,19637.0,221.0
monolith,5,20.0,63.0,12.0,55.636646,37.331216,11000000,22030.0,234.0
monolith,10,25.0,64.0,12.0,55.638069,37.332735,11600000,21860.0,235.0
monolith,6,21.0,64.0,15.0,55.63346,37.321586,12150000,22730.0,234.0
monolithBrick,6,20.0,64.0,10.3,55.63346,37.321586,12150000,22730.0,234.0
monolith,8,24.0,64.0,11.0,55.638175,37.329042,12450000,22042.0,235.0
monolithBrick,2,8.0,64.3,15.0,55.591915,37.45750200000001,12800000,20431.0,209.0
monolith,11,22.0,64.1,10.0,55.634639,37.328899,12900000,22279.0,234.0
monolith,10,12.0,64.2,13.2,55.625211,37.345491,13500000,22102.0,230.0
monolith,3,8.0,64.5,25.0,55.655295,37.423375,14500000,16200.0,228.0
panel,4,17.0,63.0,10.0,55.50220699999999,37.555651,7370000,28088.0,188.0
monolithBrick,9,18.0,63.0,11.0,55.495098,37.554439,7500000,28883.0,188.0
brick,5,9.0,64.2,9.0,55.514779,37.525181,7500000,27040.0,192.0
brick,7,7.0,63.0,15.0,55.476505,37.540928,7600000,31053.0,189.0
panel,10,12.0,63.0,8.1,55.567285,37.477929,7700000,22337.0,203.0
panel,25,25.0,63.0,12.0,55.598817,37.360196,7800000,23448.0,223.0
panel,12,17.0,64.0,13.0,55.60194,37.360016,7950000,23204.0,224.0
monolith,18,18.0,64.0,13.0,55.49312,37.554169,8000000,29103.0,188.0
monolithBrick,7,15.0,64.4,14.9,55.594438,37.459649,8000000,20119.0,209.0
panel,8,17.0,64.0,13.0,55.602225,37.365209,8200000,22955.0,223.0
monolithBrick,4,9.0,63.0,12.0,55.575480000000006,37.471623,8400000,21661.0,205.0
panel,10,12.0,63.0,10.9,55.567285,37.477929,8400000,22337.0,203.0
monolith,7,16.0,63.4,12.0,55.504986,37.534793,8500000,27990.0,190.0
panel,2,17.0,64.0,13.0,55.600023,37.35853400000001,8700000,23423.0,224.0
monolith,14,19.0,64.7,13.2,55.501952,37.55761,8650000,28100.0,187.0
panel,10,13.0,63.3,13.5,55.52039499999999,37.355165,8750000,30579.0,212.0
panel,16,17.0,63.4,13.0,55.636605,37.314023,8800000,22919.0,236.0
panel,2,17.0,64.0,12.9,55.594026,37.368667,8800000,23484.0,221.0
panel,4,17.0,64.0,13.0,55.60539300000001,37.3644,8950000,22735.0,224.0
panel,11,17.0,64.0,13.0,55.600023,37.35853400000001,8990000,23423.0,224.0
panel,18,25.0,63.0,13.0,55.603191,37.358328,8990000,23177.0,224.0
monolith,5,9.0,64.0,12.0,55.589712,37.457043,8900000,20659.0,209.0
monolithBrick,5,17.0,64.0,11.5,55.565865,37.471021,8950000,22654.0,204.0
panel,10,17.0,64.0,9.4,55.541856,37.492293,8980000,24672.0,198.0
panel,7,17.0,64.2,13.0,55.60244399999999,37.363673,9150000,23004.0,224.0
panel,5,9.0,64.0,9.0,55.612375,37.470599,9200000,18043.0,210.0
panel,17,17.0,63.4,13.0,55.635599,37.319996,9200000,22673.0,235.0
monolith,6,17.0,63.1,10.1,55.542396,37.493129,9200000,24598.0,198.0
panel,8,17.0,64.0,11.0,55.598446,37.362271,9300000,23389.0,223.0
panel,15,17.0,64.0,12.0,55.60539300000001,37.3644,9300000,22735.0,224.0
panel,9,17.0,63.0,13.0,55.63807900000001,37.306881,9390000,23201.0,237.0
panel,11,17.0,64.0,13.0,55.588593,37.37566500000001,9450000,23659.0,220.0
panel,11,17.0,64.0,13.0,55.63973000000001,37.32668,9450000,22065.0,235.0
monolith,12,17.0,64.0,10.0,55.574345,37.473779,9500000,21720.0,204.0
panel,15,17.0,64.2,12.8,55.59046,37.369934,9500000,23732.0,221.0
panel,2,17.0,63.4,12.9,55.63807900000001,37.306881,9550000,23201.0,237.0
panel,3,17.0,64.0,13.0,55.62309200000001,37.312442,9600000,23878.0,233.0
panel,15,17.0,64.4,13.1,55.590424,37.378082,9600000,23404.0,220.0
monolith,9,9.0,63.0,11.5,55.627727,37.342984,9600000,22046.0,231.0
monolithBrick,13,15.0,64.5,17.0,55.656346,37.42432700000001,9800000,16078.0,228.0
panel,12,17.0,64.0,13.0,55.63839399999999,37.30795,10250000,23126.0,237.0
panel,14,17.0,63.4,13.0,55.568492000000006,37.471848,10390000,22365.0,204.0
brick,16,17.0,64.0,12.0,55.523825,37.514733,10500000,26208.0,194.0
panel,10,17.0,64.0,12.8,55.634745,37.321874,10500000,22632.0,235.0
panel,16,17.0,64.0,13.0,55.637271,37.325961,10550000,22259.0,235.0
panel,14,17.0,63.0,12.7,55.641422,37.329033,10800000,21836.0,236.0
panel,3,17.0,64.0,13.0,55.63600600000001,37.324623,10900000,22409.0,235.0
panel,2,17.0,64.0,12.9,55.637479000000006,37.32438,11000000,22327.0,235.0
panel,6,17.0,64.0,12.0,55.635935,37.329815,11500000,22148.0,234.0
panel,2,17.0,63.4,12.9,55.635747,37.316529,11500000,22843.0,235.0
monolith,6,20.0,64.0,22.0,55.63346,37.321586,11900000,22730.0,234.0
monolith,22,25.0,64.0,14.0,55.638069,37.332735,12200000,21860.0,235.0
monolith,4,20.0,64.0,12.0,55.63346,37.321586,12600000,22730.0,234.0
panel,7,17.0,64.0,13.0,55.635747,37.314966,12500000,22924.0,236.0
monolith,6,16.0,63.0,11.5,55.638247,37.32689600000001,12650000,22148.0,235.0
monolith,6,9.0,64.7,16.0,55.62849,37.341287,12800000,22076.0,231.0
monolith,11,17.0,64.0,13.0,55.522898,37.514266,7800000,26315.0,194.0
panel,12,17.0,64.0,13.0,55.591701,37.37695,9700000,23341.0,220.0
monolith,2,17.0,64.0,11.2,55.56726,37.47571,10000000,22394.0,203.0
brick,2,12.0,66.0,12.7,55.50442,37.556846,7900000,27834.0,188.0
monolith,10,16.0,67.0,12.0,55.566679,37.493326,8800000,22042.0,200.0
monolith,2,11.0,65.0,14.0,55.625211,37.345491,9399000,22102.0,230.0
monolith,16,16.0,67.2,15.7,55.569708,37.490389,9300000,21793.0,201.0
monolith,12,25.0,67.0,17.0,55.638536,37.332151,12500000,21860.0,235.0
brick,7,9.0,65.0,10.0,55.52966,37.445347,8980000,26997.0,203.0
panel,8,17.0,65.0,14.0,55.621902,37.302497,9100000,24459.0,234.0
monolithBrick,7,17.0,66.1,10.0,55.572757,37.483104,10450000,21649.0,203.0
monolith,4,9.0,65.0,15.0,55.62849,37.341287,13500000,22076.0,231.0
monolith,8,9.0,65.0,18.0,55.627265,37.342427,13900000,22105.0,231.0
monolithBrick,8,13.0,66.0,11.0,55.656346,37.42432700000001,13900000,16078.0,228.0
monolithBrick,5,24.0,65.9,10.0,55.578284,37.482663,8600000,21093.0,203.0
monolith,13,20.0,66.0,25.0,55.637134,37.329923,12900000,22065.0,235.0
panel,8,17.0,65.0,13.0,55.590948,37.379375,8770000,23307.0,220.0
monolith,3,12.0,65.0,13.0,55.625211,37.345491,10000000,22102.0,230.0
panel,5,5.0,67.0,9.0,55.48450500000001,37.494288,6700000,30768.0,194.0
brick,2,10.0,66.0,12.7,55.50442,37.556846,7900000,27834.0,188.0
monolith,9,14.0,66.0,14.0,55.568059,37.491494,8200000,21939.0,201.0
monolithBrick,9,10.0,66.1,13.8,55.474271,37.53923,8200000,31315.0,189.0
monolith,9,16.0,66.0,18.0,55.592678,37.45919,8300000,20305.0,209.0
monolith,13,15.0,67.3,17.9,55.591467,37.452651,8300000,20624.0,210.0
monolith,7,16.0,66.0,17.0,55.56835400000001,37.495761,8450000,21814.0,200.0
monolith,15,15.0,67.3,12.0,55.590785,37.451438,8400000,20728.0,210.0
monolith,4,22.0,65.6,16.2,55.634237,37.332169,8450000,22140.0,234.0
panel,5,12.0,65.0,10.0,55.52038,37.351842,8690000,30693.0,213.0
panel,11,17.0,65.0,13.0,55.600023,37.35853400000001,8990000,23423.0,224.0
monolith,10,15.0,67.5,17.9,55.590785,37.451438,9200000,20728.0,210.0
monolith,5,9.0,66.0,12.0,55.62849,37.341287,9250000,22076.0,231.0
panel,8,17.0,65.0,13.0,55.590948,37.379375,9500000,23307.0,220.0
brick,2,14.0,65.0,11.0,55.575877,37.472854,9760000,21589.0,205.0
monolith,10,17.0,65.7,16.0,55.56840500000001,37.485933,9800000,22030.0,202.0
monolith,10,15.0,67.0,16.0,55.569708,37.490389,9850000,21793.0,201.0
monolith,22,24.0,66.2,11.5,55.638175,37.329042,9850000,22042.0,235.0
monolith,16,22.0,66.0,11.0,55.50375699999999,37.535412,10000000,28118.0,190.0
monolithBrick,14,17.0,66.2,11.5,55.574839,37.477085,10000000,21585.0,204.0
monolith,3,17.0,65.8,16.0,55.572757,37.483104,9950000,21649.0,203.0
monolithBrick,16,17.0,66.0,17.7,55.575169,37.476734,10149999,21560.0,204.0
monolith,8,12.0,67.0,16.0,55.56746800000001,37.490227,10300000,22029.0,201.0
monolith,14,14.0,65.7,14.0,55.570843,37.473635,10300000,22080.0,204.0
monolith,11,17.0,66.0,11.0,55.576182,37.475261,10390000,21495.0,204.0
monolith,9,11.0,65.6,14.0,55.625211,37.345491,10500000,22102.0,230.0
brick,7,9.0,65.3,16.0,55.57462,37.469225,10500000,21812.0,205.0
monolithBrick,5,16.0,65.0,13.0,55.56949399999999,37.469755,10600000,22317.0,204.0
monolith,11,11.0,66.0,15.5,55.626594,37.343919,10850000,22080.0,231.0
monolithBrick,4,15.0,65.0,16.0,55.56835400000001,37.495761,10900000,21814.0,200.0
monolithBrick,11,17.0,65.0,12.0,55.639456,37.328414,10990000,21993.0,235.0
monolith,11,11.0,65.8,15.4,55.626594,37.343919,10997000,22080.0,231.0
monolith,15,17.0,65.9,18.0,55.56901600000001,37.48614,10900000,21962.0,202.0
brick,11,16.0,66.0,12.0,55.576182,37.475261,11000000,21495.0,204.0
monolith,5,18.0,67.7,12.8,55.637479000000006,37.32438,11100000,22327.0,235.0
monolithBrick,5,17.0,67.5,10.5,55.57454300000001,37.477426,11300000,21607.0,204.0
monolith,10,25.0,67.3,10.0,55.637596,37.333462,11500000,21854.0,234.0
block,4,17.0,65.6,11.0,55.636646,37.331216,11800000,22030.0,234.0
monolithBrick,11,17.0,66.28,11.0,55.65861700000001,37.424704,11900000,15893.0,229.0
monolith,12,24.0,65.1,11.0,55.638069,37.332735,12500000,21860.0,235.0
monolith,12,25.0,67.0,17.0,55.638536,37.332151,12500000,21860.0,235.0
monolithBrick,7,12.0,66.0,16.0,55.575480000000006,37.471623,12990000,21661.0,205.0
monolith,19,25.0,66.0,23.0,55.61958900000001,37.417212,13000000,19331.0,220.0
brick,5,12.0,67.0,15.0,55.56588000000001,37.472629,14220000,22612.0,203.0
monolithBrick,8,14.0,67.2,25.0,55.653482,37.424228,16300000,16296.0,228.0
monolith,6,14.0,66.1,15.0,55.65339,37.426393,20350000,16203.0,227.0
monolith,7,9.0,65.04,10.2,55.55409399999999,37.314768,6512120,29071.0,221.0
monolith,3,3.0,65.0,13.0,55.51894300000001,37.394575,7000000,29465.0,208.0
monolith,15,18.0,65.1,13.0,55.49312,37.554169,7150000,29103.0,188.0
brick,2,10.0,66.0,12.7,55.50442,37.556846,7900000,27834.0,188.0
monolith,11,14.0,66.0,15.6,55.56746800000001,37.490227,8250000,22029.0,201.0
monolithBrick,1,17.0,66.0,15.0,55.573129,37.484352,8490000,21580.0,203.0
monolith,2,8.0,66.5,15.0,55.589926,37.452633,8500000,20774.0,210.0
monolith,2,9.0,65.0,12.5,55.62849,37.341287,8700000,22076.0,231.0
panel,17,17.0,65.0,13.0,55.590948,37.379375,8700000,23307.0,220.0
monolithBrick,16,17.0,66.0,16.0,55.525481000000006,37.514778,8800000,26028.0,194.0
monolith,6,11.0,65.1,12.5,55.626594,37.343919,9300000,22080.0,231.0
monolith,8,12.0,65.3,7.6,55.518117,37.355139,9500000,30794.0,212.0
monolith,4,17.0,65.9,22.0,55.620169,37.263052,9699000,26604.0,237.0
monolith,8,9.0,65.7,16.1,55.573317,37.468802,9700000,21955.0,205.0
monolith,16,22.0,66.0,13.2,55.50375699999999,37.535412,10000000,28118.0,190.0
monolith,16,22.0,66.0,13.2,55.50375699999999,37.535412,10000000,28118.0,190.0
monolith,11,17.0,65.2,10.6,55.565397,37.470338,10000000,22719.0,204.0
monolith,16,20.0,67.2,12.0,55.63692,37.333292,10100000,21906.0,234.0
monolith,3,12.0,66.0,16.0,55.575480000000006,37.471623,10500000,21661.0,205.0
monolith,8,17.0,65.0,12.0,55.569052,37.47951,10500000,22117.0,203.0
monolith,16,25.0,65.5,9.0,55.637596,37.333462,10500000,21854.0,234.0
monolith,3,9.0,67.0,10.0,55.62849,37.341287,10800000,22076.0,231.0
monolithBrick,16,17.0,67.4,10.5,55.577322,37.474075,10800000,21411.0,205.0
panel,9,15.0,67.5,21.1,55.61903,37.412936,10900000,19553.0,221.0
monolith,17,17.0,66.0,16.1,55.56901600000001,37.48614,10900000,21962.0,202.0
monolith,5,12.0,65.7,11.0,55.575480000000006,37.471623,11400000,21661.0,205.0
monolith,5,14.0,66.8,21.0,55.61903,37.412936,12700000,19553.0,221.0
panel,5,15.0,66.8,21.1,55.61903,37.412936,12690000,19553.0,221.0
monolith,13,20.0,65.0,11.6,55.637134,37.329923,12800000,22065.0,235.0
monolith,15,17.0,65.8,16.6,55.572757,37.483104,13000000,21649.0,203.0
monolith,8,12.0,67.0,13.0,55.65339,37.426393,13990000,16203.0,227.0
monolithBrick,2,9.0,65.5,18.0,55.58974300000001,37.446991,15000000,20969.0,210.0
monolith,9,16.0,65.0,8.0,55.500473,37.325009,8250000,33474.0,213.0
monolith,1,18.0,69.0,11.0,55.54429,37.486957,9290000,24524.0,199.0
monolith,14,17.0,68.0,16.0,55.573129,37.484352,8700000,21580.0,203.0
monolith,9,12.0,69.0,16.0,55.573317,37.468802,9900000,21955.0,205.0
panel,18,25.0,68.0,11.0,55.594407,37.366233,9200000,23554.0,222.0
monolith,13,17.0,68.0,12.0,55.533216,37.449327,7000000,26534.0,203.0
monolithBrick,4,15.0,68.8,19.1,55.56835400000001,37.495761,8800000,21814.0,200.0
monolith,7,9.0,68.5,12.0,55.62893199999999,37.341843,9800000,22017.0,231.0
monolithBrick,5,17.0,68.2,13.5,55.594224,37.341035,10600000,24653.0,225.0
panel,14,25.0,69.0,15.1,55.617383,37.409909000000006,10900000,19816.0,221.0
monolithBrick,11,17.0,68.0,14.0,55.56949399999999,37.469755,11300000,22317.0,204.0
panel,13,15.0,69.0,10.5,55.617383,37.409909000000006,11300000,19816.0,221.0
panel,21,25.0,69.0,10.5,55.618928,37.411113,11700000,19637.0,221.0
panel,20,25.0,69.2,15.1,55.617383,37.409909000000006,10500000,19816.0,221.0
monolithBrick,2,14.0,69.0,16.0,55.5718,37.492886,8000000,21519.0,201.0
monolithBrick,2,15.0,68.3,13.6,55.566567000000006,37.485637,8490000,22227.0,202.0
monolithBrick,6,17.0,69.0,10.0,55.533241,37.4508,8600000,26495.0,203.0
monolith,8,17.0,68.0,10.0,55.533216,37.449327,8740000,26534.0,203.0
monolithBrick,10,17.0,69.0,16.0,55.566949,37.470833,8900000,22548.0,204.0
monolith,1,18.0,68.3,10.1,55.54429,37.486957,9000000,24524.0,199.0
monolith,9,9.0,69.4,13.0,55.59151800000001,37.455669,9200000,20526.0,209.0
brick,13,17.0,68.0,11.0,55.597607,37.34179,9200000,24352.0,225.0
monolith,17,17.0,69.0,16.1,55.56840500000001,37.485933,9250000,22030.0,202.0
panel,14,18.0,68.6,10.3,55.54290500000001,37.486167,9500000,24686.0,199.0
monolith,1,18.0,68.3,11.0,55.542126,37.490209,9500000,24685.0,199.0
monolith,9,17.0,68.0,14.0,55.573576,37.486311,9500000,21487.0,202.0
monolith,1,18.0,68.3,11.0,55.54429,37.486957,9500000,24524.0,199.0
monolithBrick,1,17.0,69.3,16.2,55.56840500000001,37.485933,10000000,22030.0,202.0
monolithBrick,1,9.0,68.9,15.6,55.57575500000001,37.470258,10300000,21670.0,205.0
brick,9,15.0,68.0,18.0,55.566975,37.474228,10500000,22460.0,203.0
panel,11,17.0,69.4,10.7,55.59690500000001,37.344538,10500000,24285.0,225.0
panel,13,17.0,69.17,16.6,55.566949,37.470833,10700000,22548.0,204.0
monolithBrick,1,19.0,68.4,10.9,55.595323,37.339849,10650000,24618.0,225.0
panel,6,17.0,68.0,10.0,55.57454300000001,37.477426,10999000,21607.0,204.0
monolithBrick,11,16.0,68.0,25.0,55.569708,37.490389,11000000,21793.0,201.0
monolithBrick,6,8.0,69.6,15.9,55.570497,37.490604,11500000,21706.0,201.0
monolith,6,12.0,69.2,18.0,55.572681,37.485763,11500000,21593.0,202.0
monolithBrick,8,9.0,68.0,13.0,55.588506,37.455714,12100000,20817.0,209.0
monolith,10,11.0,68.0,14.0,55.625211,37.345491,12200000,22102.0,230.0
monolithBrick,4,9.0,68.0,16.0,55.588506,37.455714,12300000,20817.0,209.0
monolithBrick,9,12.0,69.0,16.0,55.575480000000006,37.471623,12500000,21661.0,205.0
monolith,12,15.0,68.0,20.0,55.591467,37.452651,12500000,20624.0,210.0
panel,14,17.0,68.0,14.0,55.591025,37.377623,12800000,23371.0,220.0
monolith,14,17.0,68.0,11.0,55.577322,37.474075,13300000,21411.0,205.0
monolith,14,17.0,68.7,11.0,55.577322,37.474075,13300000,21411.0,205.0
monolithBrick,11,17.0,68.0,10.5,55.655869,37.427381,14300000,15970.0,228.0
monolithBrick,1,8.0,69.3,14.4,55.655757,37.42282700000001,14500000,16192.0,228.0
panel,5,5.0,69.0,11.0,55.48450500000001,37.494288,6750000,30768.0,194.0
brick,2,3.0,69.0,16.0,55.518958,37.393407,7000000,29498.0,208.0
monolith,7,9.0,69.04,10.2,55.557215,37.311283,7480000,28952.0,221.0
monolith,3,17.0,69.0,16.0,55.573129,37.484352,8299999,21580.0,203.0
brick,6,9.0,68.7,10.2,55.529537,37.444404,8250000,27033.0,204.0
monolith,4,18.0,69.7,11.0,55.540949,37.486544,9200000,24884.0,199.0
monolithBrick,2,17.0,69.32,16.2,55.568369,37.470204,9200000,22420.0,204.0
monolith,13,16.0,68.4,16.0,55.569647,37.491557,9300000,21772.0,201.0
monolith,16,17.0,68.0,16.0,55.56901600000001,37.48614,9300000,21962.0,202.0
monolith,14,17.0,69.0,16.2,55.573129,37.484352,9630000,21580.0,203.0
monolith,11,12.0,69.0,16.0,55.575480000000006,37.471623,10390000,21661.0,205.0
panel,10,19.0,69.0,10.4,55.59579100000001,37.344745,10450000,24365.0,224.0
monolithBrick,15,17.0,69.0,14.0,55.571632,37.473492,10450000,22003.0,204.0
monolith,4,18.0,69.0,10.0,55.54429,37.486957,10650000,24524.0,199.0
monolith,2,17.0,69.0,16.0,55.572757,37.483104,10750000,21649.0,203.0
monolith,15,17.0,68.5,14.0,55.565397,37.470338,10800000,22719.0,204.0
brick,8,11.0,68.0,20.0,55.56814,37.474803,10800000,22326.0,203.0
monolithBrick,6,17.0,68.8,10.5,55.57454300000001,37.477426,10999000,21607.0,204.0
brick,9,12.0,69.0,13.5,55.565412,37.473474,10900000,22639.0,203.0
monolithBrick,9,19.0,69.0,14.0,55.595699,37.343398,10990000,24432.0,225.0
monolith,14,17.0,69.0,16.0,55.573129,37.484352,10990000,21580.0,203.0
panel,3,17.0,68.0,13.0,55.56924,37.471911,11000000,22287.0,204.0
brick,16,17.0,68.6,10.5,55.597449,37.340622,11000000,24416.0,225.0
monolithBrick,5,17.0,68.4,10.6,55.597449,37.340622,11300000,24416.0,225.0
brick,8,9.0,68.7,15.6,55.57575500000001,37.470258,11600000,21670.0,205.0
brick,2,9.0,69.0,16.1,55.57462,37.469225,13000000,21812.0,205.0
monolith,11,15.0,69.0,11.0,55.655869,37.427381,13900000,15970.0,228.0
monolith,8,15.0,68.0,10.8,55.656346,37.42432700000001,13900000,16078.0,228.0
monolithBrick,8,14.0,68.0,8.0,55.65861700000001,37.424704,17000000,15893.0,229.0
monolith,6,12.0,69.1,16.0,55.50442,37.556846,8600000,27834.0,188.0
monolith,11,16.0,69.0,16.0,55.570339,37.491754,9700000,21696.0,201.0
monolith,15,17.0,68.3,10.6,55.594224,37.341035,10990000,24653.0,225.0
